objective_0,objective_1,genotype_0,genotype_1
-0.82,1469.86,0.5303053811872034,0.20573758913741974
-0.62,562.54,0.5802265904456575,0.8404333119114819
-0.7,625.44,0.9794611838517545,0.5528966082422553
-0.8,1115.24,0.539128820314213,0.20573758913741974
-0.78,944.46,0.6987780481899971,0.29619429446347256
-0.76,715.06,0.5350980824834763,0.19135009026812771
-0.66,590.56,0.4018651730044228,0.9537161147925131
