objective_2,genotype_1,genotype_2,step
1589.35,0.7524844630008456,0.6070922534932142,126
2161.4,0.0513498748629853,0.4362891653393386,127
1373.0,0.3914302715276187,0.5399624692773536,128
1467.8,0.42442010314338185,0.8064458047174028,129
1190.4,0.3389623888788616,0.7616310204975971,130
2538.8,0.6865341945444197,0.4934595279475763,131
1849.45,0.001712537542963999,0.5632866791997673,132
1777.5,0.009731978472480885,0.5539141066431796,133
2235.35,0.7087282314799732,0.5003269721101723,134
1720.95,0.5016092838614484,0.5,135
2232.6,0.12731362591208584,0.5078936628599379,136
2719.65,0.6907947623904984,0.47023881675464585,137
2732.25,0.7,0.39116086025042063,138
2725.5,0.771921518967278,0.41469659995834285,139
1917.0,0.1831209369354368,0.6088853558416658,140
5661.0,0.0,0.5587031394866793,141
1264.8,0.2955565403765149,0.8,142
1493.0,0.09346678649705116,0.5322119777623933,143
3180.65,0.678442776593919,0.47023881675464585,144
2170.65,0.0010448536803531528,0.5871880808381672,145
3566.15,0.24690324869147834,0.49078124570509385,146
1410.85,0.044454416621507065,0.5086661630612487,147
1767.25,0.70557720204734,0.6063545888172326,148
2692.35,0.5726238383919965,0.45705219530659863,149
1731.05,0.2140138085037057,0.5539141066431796,150
1358.0,0.5006655486760215,0.5399624692773536,151
1397.4,0.3,0.7929301932919658,152
1408.25,0.1962493723796115,0.5708775333676563,153
1468.05,0.7287995650508192,0.5451570462465077,154
1862.55,0.12224492167775765,0.5539141066431796,155
2237.4,0.3,0.8328109607348813,156
3132.0,0.44614029293363283,0.5,157
2149.05,0.36987575085462127,0.6966591632903426,158
1339.7,0.16378673796423276,0.4777742318012589,159
2414.15,0.004592981882937375,0.6730681499493254,160
2310.1,0.7448851254670001,0.4927217496616583,161
1004.35,0.18815474310841176,0.5539141066431796,162
1457.7,0.35632556778060903,0.8,163
2395.0,0.68160980326797,0.3637240735831523,164
2768.3,0.6905681710079392,0.4458638252469605,165
1766.4,0.3681147660079579,0.5379232506550679,166
1163.6,0.3189305167467001,0.8086722571835422,167
1368.3,0.03668235190920344,0.5428415059488594,168
2595.4,0.19740719756336444,0.5653138609073606,169
1688.05,0.642570491666854,0.5238600163294677,170
1958.75,0.7005449802281901,0.6762285501921358,171
1815.95,0.17888619359416405,0.5539141066431796,172
1730.15,0.6620842513691424,0.8537445685667299,173
2226.25,0.6233745347671806,0.49173037179668067,174
2148.45,0.701760984441951,0.4911341214680389,175
1744.05,0.6718642461265834,0.4985428362627008,176
2438.7,0.33971794326972243,0.7341554768551213,177
1437.95,0.015020681731453323,0.5539141066431796,178
1399.85,0.37737945771659903,0.8,179
3094.8,0.23652031257542153,0.6475160103083863,180
1238.7,0.6299345009135621,0.6867916107131178,181
2392.8,0.08391344961661655,0.6454810818052007,182
1432.1,0.13288332528198027,0.5339320538047179,183
1131.1,0.3533164553937425,0.4385458382000418,184
1854.7,0.4,0.5323027321601738,185
2081.9,0.16378673796423276,0.5031786577030884,186
1362.6,0.11739177867936894,0.5425883810542459,187
1788.2,0.3967253713850727,0.6063545888172326,188
2319.65,0.7152625873250964,0.5150220017243925,189
2228.35,0.5123461720587323,0.5543526964474649,190
2234.55,0.24306951232308632,0.6060488179956459,191
1737.6,0.3274461361002117,0.8,192
1151.55,0.48749059093665614,0.5399624692773536,193
2693.15,0.633234120440675,0.47023881675464585,194
2291.5,0.06195902764771076,0.5800620875888274,195
2405.0,0.708851830368703,0.4904420698666071,196
2123.3,0.19803640684436707,0.5395238794730683,197
3141.35,0.7006545060758402,0.40560972207376816,198
1819.85,0.8710451346621115,0.6063545888172326,199
1856.0,0.16313658563080352,0.5163703014185984,200
