objective_0,objective_1,genotype_0,genotype_1
-0.3,911.8,0.7,0.5
-0.45,1830.05,0.7,0.4931214697863576
-0.35,935.15,0.017828470849247713,0.5539141066431796
-0.1,851.7,0.3389623888788616,0.8
-0.4,1226.4,0.7287995650508192,0.5080673437569475
