objective_1,genotype_1,step
-0.84,0.6,1
-0.9,0.3,2
-0.7,1.0,3
-0.8,0.7,4
-0.84,0.4,5
-0.66,0.9,6
-0.88,0.2,7
-0.84,0.5,8
-0.92,0.1,9
-0.88,0.503946296331834,10
-0.86,0.06479296909529833,11
-0.56,0.97136904008418,12
-0.94,0.5104361668080456,13
-0.86,0.5232302639824116,14
-0.94,0.1658739894681315,15
-0.92,0.21352489669570557,16
-0.9,0.2753052249774595,17
-0.86,0.0438772726385537,18
-0.84,0.0,19
-0.66,0.8956787127078372,20
-0.96,0.34038545332220516,21
-0.66,0.8819491393741578,22
-0.84,0.045978341277105005,23
-0.8,0.6861958645209599,24
-0.92,0.3150460613106734,25
-0.74,0.8,26
-0.88,0.6611344236866064,27
-0.88,0.2800199328351146,28
-0.92,0.07078510715428968,29
-0.7,0.8894254133919501,30
-0.9,0.3015811899996511,31
-0.92,0.3418316311254987,32
-0.68,0.9217068050815227,33
-0.8,0.6878410632580059,34
-0.84,0.6719903630337699,35
-0.9,0.35198321682131717,36
-0.86,0.5601219576120551,37
-0.9,0.6246144051987403,38
-0.84,0.5303654254505747,39
-0.9,0.25119221312119444,40
-0.92,0.1642324670809061,41
-0.68,0.9671220859422768,42
-0.88,0.6077419236052017,43
-0.92,0.24221059217861507,44
-0.88,0.3627910367759547,45
-0.68,0.9688555175115472,46
-0.84,0.6624240026388526,47
-0.84,0.5323905460922475,48
-0.88,0.618697142523881,49
-0.88,0.3612267417824298,50
-0.9,0.3333447051793637,51
-0.66,0.9089387902008615,52
-0.86,0.5952080034001652,53
-0.92,0.1949333726142306,54
-0.72,0.8211634156478148,55
-0.72,0.8614440962993403,56
-0.94,0.16953921714577028,57
-0.88,0.609098858191366,58
-0.72,0.9344015704779534,59
-0.92,0.2619409351690387,60
-0.86,0.5981634187425985,61
-0.92,0.2823730781986106,62
-0.92,0.5152281634078804,63
-0.88,0.6593556178004125,64
-0.66,0.8808469346364387,65
-0.86,0.37457381615361796,66
-0.88,0.6148634386199835,67
-0.82,0.788272610169112,68
-0.84,0.6840758244773253,69
-0.66,0.8857639556744953,70
-0.88,0.2684476104291469,71
-0.6,0.9284614304937804,72
-0.94,0.4189519824375466,73
-0.76,0.7564938610427455,74
-0.92,0.1345556406109595,75
-0.92,0.10130415909735391,76
-0.84,0.6220886049968481,77
-0.84,0.4645417096059619,78
-0.88,0.5625470120357058,79
-0.84,0.5870429710597127,80
-0.6,0.954805056750275,81
-0.92,0.3429831171488362,82
-0.92,0.20873986316284135,83
-0.74,0.7991891907693986,84
-0.7,0.8724142487294211,85
-0.88,0.4029423487230227,86
-0.62,0.9192770103549736,87
-0.94,0.2637699556511794,88
-0.72,0.958261083687024,89
-0.9,0.275119113204393,90
-0.86,0.6694222593236523,91
-0.92,0.2777761065984465,92
-0.72,0.9652851000342698,93
-0.82,0.4913109795811706,94
-0.68,0.9705195780279097,95
-0.64,0.9247555412495141,96
-0.74,0.7996171230069071,97
-0.92,0.28239793994916307,98
-0.9,0.32795660210518873,99
-0.86,0.6768995985412634,100
-0.68,0.9391418234935133,101
-0.92,0.34548041077105174,102
-0.62,0.9190275586067187,103
-0.66,0.8926499873516555,104
-0.92,0.32132326877851225,105
-0.66,0.8946044444656207,106
-0.86,0.5355169828758275,107
-0.7,0.8491901296827196,108
-0.84,0.4700442477949687,109
-0.86,0.5069082981987174,110
-0.86,0.5249814849421492,111
-0.88,0.617799779754731,112
-0.7,0.8921812280395667,113
-0.96,0.24043418326326785,114
-0.84,0.6361287314669504,115
-0.7,0.8410569518727922,116
-0.86,0.6776328461241918,117
-0.72,0.8626599797089775,118
-0.66,0.894729995627538,119
-0.64,0.9777830685721834,120
-0.92,0.4323320188947509,121
-0.66,0.9104272622327401,122
-0.88,0.4878707191314916,123
-0.86,0.4505765843709115,124
-0.68,0.9374998808770465,125
-0.62,0.9128234081809742,126
-0.9,0.41760276611477065,127
-0.66,0.9939888941070685,128
-0.86,0.5573790649733388,129
-0.88,0.23263389924851952,130
-0.88,0.46312878456839535,131
-0.92,0.3455020176214959,132
-0.7,0.846680361476278,133
-0.66,0.9936960591904815,134
-0.88,0.4162179580105706,135
-0.66,0.8851779522946307,136
