objective_0,objective_1,genotype_0,genotype_1
-0.7,761.12,0.5,0.3
-0.66,654.44,0.5659778115608013,0.5862011305238628
-0.8,1709.6,0.36422850633768616,0.13660551870568907
-0.76,1056.2,0.29413716759193403,0.17932428485790577
-0.62,627.56,0.9881484162696742,0.5818017127911824
-0.72,952.2,0.3584187082365383,0.18717853359614736
-0.6,606.8,0.5151274363731337,0.8976392279071133
-0.78,1559.64,0.3096804127094848,0.151215935857318
