objective_2,genotype_1,step
1066.72,0.6,1
1656.54,0.3,2
659.38,1.0,3
912.7,0.7,4
1422.58,0.4,5
1269.44,0.9,6
1882.48,0.2,7
1038.7,0.5,8
2476.26,0.1,9
1259.88,0.3674021823033694,10
880.48,0.5906385030296133,11
972.3,0.9285047139724648,12
622.08,0.9634573663792109,13
839.64,0.8147556782112073,14
1175.42,0.8743543629897932,15
1138.48,0.6475300028556926,16
1870.78,0.18918837918814627,17
1087.9,0.5445822746937194,18
936.18,0.9014313124001376,19
1168.7,0.6074088357718872,20
966.68,0.8422398346314284,21
2932.44,0.1160296824621339,22
2455.58,0.07997567813504539,23
1594.0,0.3854313504532414,24
2560.32,0.0,25
1396.38,0.5036627542855977,26
1230.82,0.6941835701710899,27
793.26,0.9875793586088892,28
1719.38,0.3513247322508911,29
963.38,0.9438798501046399,30
1129.24,0.5610686415102768,31
1034.18,0.5560493861543717,32
957.8,0.9558694418533588,33
1206.48,0.4046407638624003,34
1179.32,0.8368391754954668,35
1837.74,0.21435571091457456,36
1436.54,0.37443372859894025,37
845.14,0.9978901530548827,38
747.82,0.9828369849587327,39
1302.24,0.5090632773906105,40
1290.86,0.4856442945757931,41
1036.08,0.5013538493636785,42
808.6,0.9679774075048153,43
1008.78,0.8189068907598533,44
1520.96,0.4176693723242206,45
1559.14,0.34288470001474736,46
1608.96,0.37090297978727627,47
993.6,0.8889064055370121,48
959.08,0.9588396014794036,49
1389.44,0.8387225894054338,50
783.78,0.9813986379153932,51
1097.14,0.9568982976161736,52
844.44,0.8171283839025882,53
1623.38,0.6283226426583701,54
1129.24,0.5605820761179039,55
1489.96,0.5302010081440383,56
997.38,0.6386696260223674,57
630.5,0.99380101348927,58
802.34,0.9700245397682512,59
1283.28,0.43556841978853045,60
979.16,0.6042877366708129,61
1369.5,0.482717508677491,62
1884.02,0.3297069113839905,63
758.44,0.9746403038437415,64
1274.96,0.34964332256751285,65
1875.52,0.3060681428873921,66
893.68,0.9364629024323208,67
1656.54,0.3013427421034183,68
2103.82,0.2404603137880338,69
1183.88,0.47706648840142946,70
1140.4,0.9524559482667854,71
1137.74,0.7630822965979903,72
927.0,0.7385682435388776,73
1228.94,0.5237429287400108,74
876.14,0.9908943535757404,75
812.04,0.9610287645777331,76
2009.8,0.30964568403869547,77
1371.1,0.38861493355406485,78
1187.86,0.48971504305652863,79
1438.48,0.38026705905279096,80
918.24,0.9296593750367851,81
1302.72,0.6022773093367633,82
1790.98,0.3268190977605043,83
1720.4,0.3079077808898429,84
1191.42,0.4540569719500698,85
965.08,0.7352265010508628,86
768.46,0.9801693832384754,87
742.76,0.9655044293749206,88
680.0,0.9972650818694341,89
1432.06,0.5272285245289773,90
939.12,0.9476382989015345,91
896.94,0.6934168666532378,92
983.04,0.879940086756986,93
1943.38,0.3564696298165587,94
1227.72,0.7535472143065973,95
1333.92,0.46165964418526373,96
1501.16,0.6130642582970117,97
1138.2,0.4474693494477041,98
1233.54,0.5972216363763753,99
1003.02,0.7712584944497051,100
1380.44,0.4492507632381065,101
1191.42,0.4524675485127997,102
930.36,0.6741335319542594,103
1126.52,0.6479157211942592,104
1761.0,0.32696521705221415,105
1369.2,0.4028629500027906,106
1105.44,0.4632066936413349,107
758.44,0.9756769558317133,108
1262.04,0.6157309072883986,109
894.44,0.9730056818148967,110
1396.38,0.5027917042106081,111
1753.28,0.4761270954143463,112
812.04,0.9619099684594975,113
718.72,0.9869900966557361,114
963.98,0.4645370022053152,115
981.84,0.4550951635619044,116
1089.42,0.42800559700413326,117
2022.16,0.3162596557542151,118
808.72,0.967772288471032,119
927.0,0.7383762886971663,120
1958.88,0.2711826177090574,121
1208.66,0.43687431746767214,122
1202.74,0.8715986122953936,123
1844.82,0.32340686041217126,124
1049.14,0.7108524755338707,125
1294.94,0.45102770608774784,126
1369.5,0.48203245520324456,127
1211.96,0.5777674707790962,128
822.52,0.9461217781871734,129
1558.42,0.33688907772219434,130
1234.68,0.5818828337302142,131
993.34,0.6514118066815475,132
1373.5,0.5669337727503405,133
1107.76,0.48118947702485954,134
1135.24,0.49545417016549864,135
630.56,0.9904689544534897,136
812.02,0.8707934452887566,137
918.24,0.9312851627157952,138
1082.96,0.9356457097508596,139
758.44,0.9775342283314036,140
808.72,0.9690190042353517,141
797.54,0.7138985361814718,142
1063.32,0.5884294251283,143
1147.42,0.488380467747732,144
1698.14,0.3238584782702823,145
1319.3,0.45770098589182384,146
1214.46,0.5741925819637297,147
736.36,0.9724425657627739,148
670.82,0.9623396403121817,149
936.8,0.7186107594941736,150
1079.38,0.46737045745473293,151
1369.2,0.4027136083222783,152
1325.28,0.3916512870975736,153
1049.14,0.7103765962331587,154
1380.44,0.4497079601502546,155
1156.88,0.473598766962129,156
1319.3,0.4565407836728128,157
1464.3,0.49134799759709297,158
1103.68,0.9061933376092345,159
1099.4,0.45757891186619676,160
792.14,0.9888834978606607,161
1427.16,0.40106793191584417,162
808.72,0.9683161261004205,163
1156.88,0.4723594770645865,164
1583.18,0.3286050066027989,165
747.82,0.984594902178411,166
1843.56,0.32395131681073225,167
1395.24,0.384887508144811,168
1463.64,0.4967021224595136,169
844.26,0.9969332741566298,170
736.36,0.9727421417447972,171
718.72,0.988798131412975,172
1589.8,0.3928895581001466,173
622.08,0.9660075997279037,174
1759.44,0.3045681233219752,175
1556.44,0.5734928018615028,176
1142.36,0.4786991131453827,177
1262.1,0.5279531148396603,178
873.84,0.9982634958110242,179
630.5,0.9917349254607387,180
1140.4,0.9531938452467761,181
942.5,0.6866118201641666,182
1426.4,0.40677557800628206,183
1147.32,0.41541164112898954,184
1352.94,0.4607438071296978,185
1175.06,0.5248319521490039,186
1226.96,0.4663612486832272,187
1088.38,0.74883595036971,188
1222.96,0.519308203741943,189
