objective_0,objective_1,genotype_0
-0.6,622.08,0.9634573663792109
-0.62,630.5,0.99380101348927
-0.86,1138.2,0.4474693494477041
-0.78,963.98,0.4645370022053152
-0.8,981.84,0.4550951635619044
-0.72,797.54,0.7138985361814718
#-0.6,622.08,0.9660075997279037
#-0.62,630.5,0.9917349254607387
