objective_1,genotype_1,step
-0.88,0.6,1
-0.86,0.3,2
-0.72,1.0,3
-0.8,0.7,4
-0.84,0.4,5
-0.72,0.9,6
-0.92,0.2,7
-0.84,0.4248125093697498,8
-0.84,0.4373374026913375,9
-0.82,0.4715496043837196,10
-0.92,0.1,11
-0.72,0.8102171664517076,12
-0.68,0.9836199096675319,13
-0.9,0.35539503284038004,14
-0.92,0.16187545469482995,15
-0.82,0.3913380491578442,16
-0.92,0.1668797180980875,17
-0.94,0.18796962412860702,18
-0.74,0.9976021648574374,19
-0.76,0.5403828646521255,20
-0.82,0.8819491393741578,21
-0.72,0.5318150910588034,22
-0.7,0.9155691548777918,23
-0.76,0.9855638591107929,24
-0.82,0.6094208443237072,25
-0.74,0.9604425252571097,26
-0.88,0.19271670145933378,27
-0.74,0.9180038735301872,28
-0.88,0.3124083861449587,29
-0.9,0.15252784197989744,30
-0.86,0.278976470891296,31
-0.78,0.5980561053786522,32
-0.78,0.5396534612343219,33
-0.72,0.9243653876648779,34
-0.74,0.9769333752587187,35
-0.9,0.046910994674324955,36
-0.9,0.13415636113867418,37
-0.92,0.09888564567517759,38
-0.86,0.3332312812102133,39
-0.74,0.9993172565673044,40
-0.84,0.3851872939069823,41
-0.92,0.1782670388538155,42
-0.82,0.643493188649235,43
-0.88,0.11834341889012356,44
-0.74,0.9944394393449585,45
-0.76,0.3877732760236308,46
-0.0,0.9297322306743869,47
-0.88,0.15473134250501935,48
-0.74,0.9870587841682162,49
-0.64,0.9275634427352244,50
-0.78,0.9225840794834396,51
-0.76,0.980792709486083,52
-0.94,0.19441394756421065,53
-0.9,0.11382676559149855,54
-0.72,0.9960092670792597,55
-0.76,0.9177610674895466,56
-0.82,0.5635768454178941,57
-0.82,0.55179896201074,58
-0.9,0.22281649296563008,59
-0.8,0.5416931613232296,60
-0.9,0.19633412789064097,61
-0.7,0.9906899897179043,62
-0.9,0.1931754048638627,63
-0.96,0.1639006784877451,64
-0.74,0.9137091953809161,65
-0.78,0.6479371796760697,66
-0.96,0.2264183143412522,67
-0.6,0.7279039484841976,68
-0.72,0.9940585297770687,69
-0.7,0.9963886394591739,70
-0.86,0.10853968601353577,71
-0.9,0.16063864459567387,72
-0.9,0.11605004791508992,73
-0.86,0.21454294276769453,74
-0.76,0.9490963002400712,75
-0.88,0.20452893234635589,76
-0.0,0.9407235576818884,77
-0.92,0.353732691166314,78
-0.0,0.9324269448218783,79
-0.68,0.8706892738583243,80
-0.94,0.12281525983759904,81
-0.74,0.8813273721529111,82
-0.66,0.9827479238449819,83
-0.92,0.15572403356307646,84
-0.68,0.9992222009840196,85
-0.96,0.16195273573731123,86
-0.84,0.31386422458147073,87
-0.8,0.5918917488196025,88
-0.74,0.9749977564351052,89
-0.7,0.9662582303281514,90
-0.94,0.1463620663414083,91
-0.96,0.17334015708266542,92
-0.78,0.5938290226374672,93
-0.74,0.9783890508346463,94
-0.68,0.9275169884826442,95
-0.92,0.17177869668402596,96
-0.92,0.2142351045249903,97
