objective_0,objective_1,genotype_0,genotype_1
-0.84,912.82,0.6509114780137251,0.23700871437350854
-0.82,888.42,0.6568968013500254,0.21003043374209862
-0.72,645.14,0.6753054701343596,0.6627056876711288
-0.68,611.26,0.6772045738197292,0.913760409041938
-0.88,994.34,0.5603452281030301,0.20871189402447593
-0.78,849.38,0.6442072726553696,0.3162515135556882
-0.74,689.46,0.5941970547531371,0.6747271088597848
-0.62,610.88,0.7942675137982261,0.913464157755234
